Ruc|Nombre/Razon|A partir del|Resolucion|
20517148653|GRUPO KEALHE S.A.C. EN LIQUIDACION|01/02/2015|RS R.S.395-2014|
20511665150|GRUPO KLAUS SOCIEDAD ANONIMA CERRADA|01/11/2012|RS R.S.228-2012|
20517374661|GRUPO LA REPUBLICA PUBLICACIONES S.A.|01/05/2011|RS R.S.082-2011|
20100183740|GRUPO LEVAPAN S.A. EN LIQUIDACION|01/03/2014|RS R.S.378-2013|
20518680723|GRUPO LIDER  JRMBK SOCIEDAD ANONIMA CERRADA|01/09/2016|RS R.S.180-2016|
20481921491|GRUPO LIVES SA|01/12/2011|RS R.S.257-2011|
20511498407|GRUPO NORPAL S.A.C EN LIQUIDACION|01/06/2017|RS R.S.095-2017|
20125986880|GRUPO ONCE S.A.C.|01/11/2012|RS R.S.228-2012|
20600916841|GRUPO PALMEZ SAC|01/06/2017|RS R.S.095-2017|
20100144922|GRUPO PANA S.A.|01/06/2002|RS R.S.037-2002|
20490062174|GRUPO POLO SOCIEDAD ANONIMA CERRADA-GRUPO POLO S.A.C.|01/11/2012|RS R.S.228-2012|
20135471659|GRUPO PROFITEX S.A.C|01/11/2012|RS R.S.228-2012|
20492064611|GRUPO R & R SOCIEDAD ANONIMA CERRADA|01/02/2015|RS R.S.395-2014|
20601487749|GRUPO RIVERA CIA SOCIEDAD ANONIMA CERRADA - GRUPO RIVERA CIA S.A.C.|01/09/2018|RS R.S.182-2018|
20554589872|GRUPO SAINCA S.A.C.|01/09/2016|RS R.S.180-2016|
20489626706|GRUPO SAN SEBASTIAN SOCIEDAD ANONIMA CERRADA - GRUPO SAN SEBASTIAN S.A.C.|01/09/2016|RS R.S.180-2016|
20511817359|GRUPO SANTA CRUZ S.A.C.|01/11/2012|RS R.S.228-2012|
20155261570|GRUPO SANTA ELENA S.A.|01/02/2003|RS R.S.181-2002|
20505858086|GRUPO SHANOC S.A.|01/09/2016|RS R.S.180-2016|
20513681187|GRUPO SOLUCION TEXTIL S.A.C.|01/09/2016|RS R.S.180-2016|
20466261255|GRUPO SYPSA S.A.C.|01/11/2012|RS R.S.228-2012|
20439331918|GRUPO TRANSPESA SAC|01/06/2012|RS R.S.096-2012|
20499709944|GRUPO VEGA DISTRIBUCION S.A.C.|01/05/2003|RS R.S.080-2003|
20508669802|GRUPO VIVARGO S.A.C.|01/03/2014|RS R.S.378-2013|
20492353214|GRUPORPP SOCIEDAD ANONIMA CERRADA|01/11/2012|RS R.S.228-2012|
20536435582|GSP SERVICIOS GENERALES S.A.C.|01/02/2015|RS R.S.395-2014|
20548847371|GUARDIAN GLASS PERU S.R.L. EN LIQUIDACI�N|01/09/2016|RS R.S.180-2016|
20100052564|GULDA & CIA S.A.C.|01/03/2014|RS R.S.378-2013|
20555881551|H & M HENNES & MAURITZ S.A.C.|01/09/2016|RS R.S.180-2016|
20503362121|H Y HE CONTRATISTAS GENERALES S.A.C.|01/06/2012|RS R.S.096-2012|
20544952693|H.B. ESTRUCTURAS METALICAS S.A.S. SUCURSAL EN PERU|01/07/2015|RS R.S.139-2015|
20508634090|H.V.C.EXPORTACIONES SAC|01/06/2017|RS R.S.095-2017|
20523611250|H2OLMOS S.A.|01/02/2015|RS R.S.395-2014|
20522893278|HAGROY ELECTRONIC S.A.C.|01/09/2016|RS R.S.180-2016|
20123316658|HALEMA S.A.C.|01/03/2014|RS R.S.378-2013|
20100118506|HALLIBURTON DEL PERU S.R.L.|01/06/2012|RS R.S.096-2012|
20565347099|HAM CRIOGENICA PERU S.A.C.|01/06/2017|RS R.S.095-2017|
20523317815|HASBRO PERU S.R.L.|01/02/2015|RS R.S.395-2014|
20481121966|HASS PERU S.A.|01/07/2015|RS R.S.139-2015|
20109925757|HAUG S.A.|01/11/2012|RS R.S.228-2012|
20417930079|HAVAS MEDIA PERU S.A.C.|01/06/2012|RS R.S.096-2012|
20503876150|HEAVEN PETROLEUM OPERATORS S.A.|01/11/2012|RS R.S.228-2012|
20513640316|HEINZ - GLAS PERU S.A.C.|01/11/2012|RS R.S.228-2012|
20510161069|HELATONY'S SOCIEDAD ANONIMA CERRADA|01/11/2012|RS R.S.228-2012|
20155793075|HELICOPTEROS DEL SUR S.A.|01/01/2007|RS R.S.219-2006|
20330822661|HENKEL PERUANA S.A.|01/06/2002|RS R.S.037-2002|
20512759778|HERBALIFE PERU S.R.L.|01/01/2010|RS R.S.265-2009|
20100077044|HERMES TRANSPORTES BLINDADOS  S A|01/06/2002|RS R.S.037-2002|
20553862851|HERRAJES DEL SUR S.A.C.|01/09/2016|RS R.S.180-2016|
20538827224|HERRAMIENTAS Y ACCESORIOS S.A.C.|01/09/2016|RS R.S.180-2016|
20100060150|HERSIL S.A. LABORATORIOS INDUSTRIALES FARMACEUTICOS|01/06/2002|RS R.S.037-2002|
20335020872|HEWLETT - PACKARD PERU S.R.L.|01/06/2002|RS R.S.037-2002|
20511107734|HEXAGRAMA 1 S.A.C.|01/12/2019|RS R.S.203-2019|
20600529481|HFE BERRIES PERU S.A.C.|01/06/2017|RS R.S.095-2017|
20550322626|HG SECURITY SOCIEDAD ANONIMA CERRADA|01/09/2018|RS R.S.182-2018|
20100171814|HIDROSTAL S A|01/06/2002|RS R.S.037-2002|
20418108151|HILANDERIA DE ALGODON PERUANO S.A.|01/06/2002|RS R.S.037-2002|
20602364900|HINODE PERU S.A.C.|01/12/2019|RS R.S.203-2019|
20467015347|HIPER DEPORTE S.A.C.|01/03/2014|RS R.S.378-2013|
20393864886|HIPERMERCADOS TOTTUS ORIENTE S.A.C.|01/02/2015|RS R.S.395-2014|
20508565934|HIPERMERCADOS TOTTUS S.A|01/09/2004|RS R.S.184-2004|
20467463684|HLC INGENIERIA Y CONSTRUCCION SOCIEDAD ANONIMA CERRADA - HLC S.A.C.|01/06/2012|RS R.S.096-2012|
20162580672|HOGAR CLINICA SAN JUAN DE DIOS|01/11/2012|RS R.S.228-2012|
20118596740|HOGAS S.A.C.|01/11/2012|RS R.S.228-2012|
20394077101|HOMECENTERS PERUANOS ORIENTE S.A.C.|01/09/2016|RS R.S.180-2016|
20536557858|HOMECENTERS PERUANOS S.A.|01/11/2012|RS R.S.228-2012|
20103733015|HONDA DEL PERU S.A|01/06/2002|RS R.S.037-2002|
20493508645|HONDA SELVA DEL PERU S.A.|01/05/2011|RS R.S.082-2011|
20559912353|HORTIFRUT-TAL S.A.C.|01/07/2015|RS R.S.139-2015|
20162197461|HOSP. HUACHO-HUAURA-OYON Y SERV BAS D SA|01/11/2002|RS R.S.135-2002|
20196425005|HOSPITAL "VICTOR RAMOS GUARDIA" NIVEL II-2- HUARAZ|01/11/2002|RS R.S.135-2002|
20203531550|HOSPITAL CARLOS LANFRANCO LA HOZ|01/12/2019|RS R.S.203-2019|
20185665322|HOSPITAL DANIEL ALCIDES CARRION|01/11/2002|RS R.S.135-2002|
20162041291|HOSPITAL DE APOYO DEPARTAMENTAL MARIA AU|01/11/2002|RS R.S.135-2002|
20512338756|HOSPITAL DE BAJA COMPLEJIDAD VITARTE|01/09/2018|RS R.S.182-2018|
20170137346|HOSPITAL DE BARRANCA - CAJATAMBO Y SERVICIOS BASICOS DE SALUD|01/11/2002|RS R.S.135-2002|
20284684827|HOSPITAL DE CHANCAY Y SBS "DR. HIDALGO ATOCHE LOPEZ"|01/11/2002|RS R.S.135-2002|
20138100015|HOSPITAL DE EMERGENCIAS JOSE CASIMIRO UL|01/11/2002|RS R.S.135-2002|
20601224624|HOSPITAL DE EMERGENCIAS VILLA EL SALVADOR|01/09/2018|RS R.S.182-2018|
20146536787|HOSPITAL EL CARMEN|01/11/2002|RS R.S.135-2002|
20139776403|HOSPITAL EMERGENCIAS PEDIATRICAS|01/11/2002|RS R.S.135-2002|
20172155317|HOSPITAL HERMILIO VALDIZAN|01/11/2002|RS R.S.135-2002|
20167251294|HOSPITAL III REGIONAL HONORIO DELGADO ESPINOZA DEL GOBIERNO REGIONAL DE AREQUIPA|01/11/2002|RS R.S.135-2002|
20507151320|HOSPITAL JOSE AGURTO TELLO DE CHOSICA|01/12/2019|RS R.S.203-2019|
20514772194|HOSPITAL MUNICIPAL LOS OLIVOS|01/02/2015|RS R.S.395-2014|
20137729751|HOSPITAL NAC DOCENTE M YN SAN BARTOLOME|01/11/2002|RS R.S.135-2002|
20154996991|HOSPITAL NACIONAL ARZOBISPO LOAYZA|01/06/2002|RS R.S.037-2002|
20154528971|HOSPITAL NACIONAL CAYETANO HEREDIA|01/11/2002|RS R.S.135-2002|
20174943924|HOSPITAL NACIONAL DANIEL ALCIDES CARRION|01/11/2002|RS R.S.135-2002|
20160388570|HOSPITAL NACIONAL DOS DE MAYO|01/11/2002|RS R.S.135-2002|
20153219118|HOSPITAL NACIONAL HIPOLITO UNANUE|01/11/2002|RS R.S.135-2002|
20527180318|HOSPITAL REGIONAL CUSCO|01/09/2017|RS R.S.182-2017/|
20172772278|HOSPITAL REGIONAL DE AYACUCHO|01/09/2016|RS R.S.180-2016|
20162406052|HOSPITAL REGIONAL DE ICA|01/12/2019|RS R.S.203-2019|
20166728585|HOSPITAL REGIONAL DOCENTE DE CAJAMARCA|01/09/2016|RS R.S.180-2016|
20223149635|HOSPITAL REGIONAL DOCENTE DE TRUJILLO|01/11/2002|RS R.S.135-2002|
20174675733|HOSPITAL REGIONAL ELEAZAR GUZMAN BARRON|01/11/2002|RS R.S.135-2002|
20170983816|HOSPITAL REZOLA|01/11/2002|RS R.S.135-2002|
20380486351|HOSPITAL SAN JOSE|01/11/2002|RS R.S.135-2002|
20160588234|HOSPITAL SERGIO E BERNALES|01/11/2002|RS R.S.135-2002|
20297885538|HOTELERA COSTA DEL PACIFICO S.A.|01/06/2002|RS R.S.037-2002|
20536047906|HOTELERIA PERUANA S.A.C.|01/02/2015|RS R.S.395-2014|
20518738314|HOTELES ESTELAR DEL PERU S.A.C.|01/02/2015|RS R.S.395-2014|
20100032610|HOTELES SHERATON DEL PERU SOCIEDAD ANONIMA CERRADA - HOTELES SHERATON DEL PERU S.A.C.|01/06/2002|RS R.S.037-2002|
20452477671|HOUSE BUSSINES S.A.C.|01/12/2019|RS R.S.203-2019|
20522199495|HOUSEMART PERU S.A.C.|01/06/2017|RS R.S.095-2017|
20600216512|HP INC PERU S.R.L.|01/09/2016|RS R.S.180-2016|
20418528011|HPD CONTRATISTAS GENERALES S.A.C.|01/02/2015|RS R.S.395-2014|
20518511450|HUANCATEX S.A.C.|01/09/2016|RS R.S.180-2016|
20507646728|HUAWEI DEL PERU SAC|01/08/2006|RS R.S.091-2006|
20511165181|HUDBAY PERU S.A.C.|01/12/2011|RS R.S.257-2011|
20396466768|HUEMURA SOCIEDAD ANONIMA CERRADA|01/11/2012|RS R.S.228-2012|
20600217764|HUMON LATIN AMERICA S.A.|01/06/2017|RS R.S.095-2017|
20511584079|HUNT LNG OPERATING COMPANY S.A.C.|01/03/2009|RS R.S.030-2009|
20467685661|HUNT OIL COMPANY OF PERU LLC SUCURSAL DEL PERU|01/03/2014|RS R.S.378-2013|
20100318696|HV CONTRATISTAS S.A.|01/02/2004|RS R.S. 008-2004|
20254765652|HYDRAULIC SYSTEMS S.A.C. EN LIQUIDACION|01/07/2015|RS R.S.139-2015|
20600538251|HYDRO GLOBAL PERU S.A.C.|01/12/2019|RS R.S.203-2019|
20550025176|I & G HISPANIA S.A.C.|01/02/2015|RS R.S.395-2014|
20298145899|I & T ELECTRIC S.A.C|01/07/2015|RS R.S.139-2015|
20100032709|I Q F DEL PERU SA|01/06/2002|RS R.S.037-2002|
20257881254|I.E.S.T.P - EUROIDIOMAS|01/07/2015|RS R.S.139-2015|
20492080811|IAFAS DE LA FUERZA A�REA DEL PER� (FOSFAP)|01/09/2018|RS R.S.182-2018|
20555989912|IAFAS DE LA MARINA DE GUERRA DEL PERU|01/07/2015|RS R.S.139-2015|
20508650451|IAFAS DEL EJERCITO DEL PERU (FOSPEME)|01/02/2015|RS R.S.395-2014|
20109969452|IAN TAYLOR PERU S.A.C|01/11/2012|RS R.S.228-2012|
20521886448|IASACORP INTERNATIONAL S.A.C. EN LIQUIDACION|01/06/2012|RS R.S.096-2012|
20508061201|IBEROAMERICANA DE PLASTICOS SAC|01/02/2006|RS R.S.254-2005|
20544353714|IBEROTEX SOCIEDAD ANONIMA CERRADA|01/12/2019|RS R.S.203-2019|
20512761322|IBERPERU S.A.C.|01/02/2015|RS R.S.395-2014|
20601197503|IBM CAPITAL PERU S.A.C.|01/12/2019|RS R.S.203-2019|
20100075009|IBM DEL PERU S A C|01/06/2002|RS R.S.037-2002|
20556281140|IBT HEALTH SOCIEDAD ANONIMA CERRADA - IBT HEALTH S.A.C.|01/07/2015|RS R.S.139-2015|
20310422755|ICATOM S.A.|01/10/2005|RS R.S.174-2005|
20132515680|ICH CORP S.A.|01/03/2014|RS R.S.378-2013|
20512208119|ICM PACHAPAQUI S.A.C.|01/12/2011|RS R.S.257-2011|
20483981202|ICSA CONSTRUCTORES S.R.L|01/09/2010|RS R.S.217-2010|
20107945874|IDEAS APLICADAS SA|01/12/2011|RS R.S.257-2011|
20472498305|IDEAS TEXTILES S.A.C.|01/10/2005|RS R.S.174-2005|
20475308817|IDT PERU S.R.L.|01/03/2014|RS R.S.378-2013|
20100146895|IESA S A|01/06/2012|RS R.S.096-2012|
20481772550|III DIRECCION TERRITORIAL DE POLICIA  - TRUJILLO|01/07/2015|RS R.S.139-2015|
20100331285|ILENDER PERU S.A|01/06/2002|RS R.S.037-2002|
20289907743|ILKO PERU S.A.C.|01/02/2015|RS R.S.395-2014|
20532277320|ILO GAS EIRL|01/03/2014|RS R.S.378-2013|
20459949535|IMBAREX S.A.|01/05/2011|RS R.S.082-2011|
20142920558|IMECON S.A.|01/05/2011|RS R.S.082-2011|
20251850993|IMELSA INTERNATIONAL S.A.|01/03/2009|RS R.S.030-2009|
20441766883|IMI DEL PERU S.A.C|01/01/2007|RS R.S.219-2006|
20513697261|IMISER S.A.C.|01/09/2016|RS R.S.180-2016|
20509413291|IMK MADERAS S.A.C.|01/05/2011|RS R.S.082-2011|
20506377600|IMPALA TERMINALS PERU S.A.C.|01/01/2010|RS R.S.265-2009|
20523206665|IMPEX CUPPI S.A.C.|01/09/2016|RS R.S.180-2016|
20600102932|IMPORT CRISTO VIENE E.I.R.L.|01/09/2016|RS R.S.180-2016|
20514152137|IMPORT EXPORT ACUZA S.A.C.|01/09/2016|RS R.S.180-2016|
20551220835|IMPORT EXPORT GRISSEL E.I.R.L.|01/09/2016|RS R.S.180-2016|
20543060080|IMPORT EXPORT STAR LINE SOCIEDAD ANONIMA CERRADA- IMPORT EXPORT STAR LINE S.A.C.|01/07/2015|RS R.S.139-2015|
20538893791|IMPORT NOTEBOOK SOCIEDAD ANONIMA CERRADA - IMPORT NOTEBOOK S.A.C.|01/12/2019|RS R.S.203-2019|
20126500603|IMPORTACIONES CARMELITA DEL NORTE EIRL|01/09/2016|RS R.S.180-2016|
20117813143|IMPORTACIONES EXPORTACIONES SAN LUIS S A|01/11/2012|RS R.S.228-2012|
20100016681|IMPORTACIONES HIRAOKA S.A.C.|01/06/2002|RS R.S.037-2002|
20298463165|IMPORTACIONES RUBI S.A.|01/03/2014|RS R.S.378-2013|
20381654614|IMPORTADORA EXPORTADORA SEBASTIAN S.A.C.|01/09/2016|RS R.S.180-2016|
20480788771|IMPORTADORA ROMHERTEX SAC|01/06/2017|RS R.S.095-2017|
20100265479|IMPORTADORA TECNICA INDUSTRIAL Y COMERCI AL SA|01/06/2002|RS R.S.037-2002|
20505818297|IMPORTADORA Y DISTRIBUIDORA UDENIO S.R.L.|01/09/2016|RS R.S.180-2016|
20186370571|IMPORTADORA Y EXPORTADORA DO�A ISABEL E. I.R.L|01/03/2014|RS R.S.378-2013|
20507849165|INCA FASHION SAC|01/07/2015|RS R.S.139-2015|
20515164945|INCA RAIL S.A.|01/02/2015|RS R.S.395-2014|
20100199743|INCA TOPS S.A.|01/06/2003|RS R.S.101-2003|
20451557654|INCA TRADE GROUP S.A.C|01/02/2015|RS R.S.395-2014|
20392709194|INCACEL MOVIL S.A.|01/06/2017|RS R.S.095-2017|
20100226813|INCALPACA TEXTILES PERUANOS DE EXPORT SA|01/02/2003|RS R.S.181-2002|
20555881801|INCAVO S.A.C.|01/06/2017|RS R.S.095-2017|
20433469039|INCHCAPE LATAM PERU S.A.|01/02/2015|RS R.S.395-2014|
20380130336|INCHCAPE MOTORS PERU SA|01/06/2002|RS R.S.037-2002|
20147960612|INCIMMET S.A.|01/03/2014|RS R.S.378-2013|
20503379521|INCORP INGENIERIA Y CONSTRUCCION SOCIEDAD ANONIMA CERRADA|01/12/2011|RS R.S.257-2011|
20101029442|INCOT S.A.C. CONTRATISTAS GENERALES|01/06/2002|RS R.S.037-2002|
20251293181|INDECO S.A.|01/06/2002|RS R.S.037-2002|
20133840533|INDECOPI|01/06/2002|RS R.S.037-2002|
20553432252|INDELAT EVA SOCIEDAD ANONIMA CERRADA - INDELAT EVA S.A.C.|01/06/2017|RS R.S.095-2017|
20100160707|INDELAT SAC|01/06/2002|RS R.S.037-2002|
20512942891|INDIAN MOTOS S.A.C.|01/09/2016|RS R.S.180-2016|
20100123411|INDRA PERU S.A.|01/06/2002|RS R.S.037-2002|
20479729141|INDUAMERICA SERVICIOS LOGISTICOS S.A.C.|01/12/2011|RS R.S.257-2011|
20304634554|INDUBRAS S.A.C.|01/09/2007|RS R.S.156-2007|
20494566461|INDUMIN N.A.OSCCO EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA EN LIQUIDACION|01/06/2017|RS R.S.095-2017|
20473938929|INDURA PERU S.A.|01/09/2007|RS R.S.156-2007|
20479603392|INDUSTRIA ARROCERA DE AMERICA SOCIEDAD ANONIMA CERRADA|01/05/2011|RS R.S.082-2011|
20194627492|INDUSTRIA DE GRASAS Y ACEITES SA|01/06/2012|RS R.S.096-2012|
20518010833|INDUSTRIA DEL PAPEL S.A.C.|01/09/2016|RS R.S.180-2016|
20136492277|INDUSTRIA GRAFICA CIMAGRAF S.A.C.|01/06/2012|RS R.S.096-2012|
20513710381|INDUSTRIA MINERA PRODUCCION METALMECANICA CIVIL SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA|01/09/2018|RS R.S.182-2018|
20506516901|INDUSTRIA PERUANA DE CONCRETO S.R.L. INPECON|01/02/2015|RS R.S.395-2014|
20471791068|INDUSTRIA PROCESADORA DEL PLASTICO SAC.|01/09/2016|RS R.S.180-2016|
20501580474|INDUSTRIA QUIMICA MENDOZA E HIJOS SOCIEDAD ANONIMA CERRADA - IQMEH S.A.C.|01/07/2015|RS R.S.139-2015|
20112316249|INDUSTRIA TEXTIL DEL PACIFICO S.A.|01/05/2003|RS R.S.080-2003|
20100034582|INDUSTRIAL ALPAMAYO S A|01/06/2002|RS R.S.037-2002|
20100518946|INDUSTRIAL COMERCIAL SANTA ADELAIDA S A|01/05/2003|RS R.S.080-2003|
20261810540|INDUSTRIAL CONTROLS S.A.C.|01/07/2015|RS R.S.139-2015|
20100083281|INDUSTRIAL CROMOTEX S A|01/06/2002|RS R.S.037-2002|
20100306337|INDUSTRIAL GORAK S A|01/06/2002|RS R.S.037-2002|
20100066352|INDUSTRIAL HILANDERA S.A.C. EN LIQUIDACION|01/11/2012|RS R.S.228-2012|
20205572229|INDUSTRIAL PESQUERA SANTA MONICA S.A.|01/03/2014|RS R.S.378-2013|
20102124139|INDUSTRIAL SURQUILLO S.A.C.|01/03/2014|RS R.S.378-2013|
20267910813|INDUSTRIAL TEXTIL ACUARIO SA|01/06/2002|RS R.S.037-2002|
20522435482|INDUSTRIAL Y COMERCIALIZADORA VIKINGO S.A.C. - INCOVIK S.A.C.|01/09/2016|RS R.S.180-2016|
20102154046|INDUSTRIAS ALIMENTARIAS S.A.C.|01/06/2002|RS R.S.037-2002|
20493681274|INDUSTRIAS ALIMENTARIAS SAN JUAN S.A.C.|01/12/2019|RS R.S.203-2019|
20114759733|INDUSTRIAS ALIMENTICIAS CUSCO S.A.|01/03/2014|RS R.S.378-2013|
20173136499|INDUSTRIAS ARGUELLES Y SERVICIOS GENERALES SOCIEDAD ANONIMA CERRADA|01/09/2010|RS R.S.217-2010|
20538492028|INDUSTRIAS BASA SOCIEDAD ANONIMA CERRADA-INDUBASA S.A.C.|01/11/2012|RS R.S.228-2012|
20484161365|INDUSTRIAS BIOACUATICAS TALARA S.A.C|01/06/2017|RS R.S.095-2017|
20507447369|INDUSTRIAS CACHIMAYO S.A.|01/03/2014|RS R.S.378-2013|
20493897871|INDUSTRIAS CAMPI�A S.A.C.|01/12/2019|RS R.S.203-2019|
20100004322|INDUSTRIAS DEL ENVASE S A|01/06/2002|RS R.S.037-2002|
20163901197|INDUSTRIAS DEL ESPINO S.A.|01/05/2011|RS R.S.082-2011|
20100151546|INDUSTRIAS DEL PAPEL S A|01/11/2012|RS R.S.228-2012|
20101414940|INDUSTRIAS EL CISNE S.A.C.|01/06/2012|RS R.S.096-2012|
20100003512|INDUSTRIAS ELECTRO QUIMICAS S A|01/06/2002|RS R.S.037-2002|
20171036284|INDUSTRIAS FIBRAFORTE S A|01/06/2002|RS R.S.037-2002|
20505787553|INDUSTRIAS FLOMAR SOCIEDAD ANONIMA CERRADA|01/03/2014|RS R.S.378-2013|
20307214386|INDUSTRIAS MANRIQUE S.A.C.|01/06/2012|RS R.S.096-2012|
20513423641|INDUSTRIAS MAPAR SOCIEDAD ANONIMA CERRADA|01/11/2012|RS R.S.228-2012|
20302830828|INDUSTRIAS METALICAS ALYER SRLTDA|01/02/2015|RS R.S.395-2014|
20213907477|INDUSTRIAS NACOL S.A.C.|01/07/2015|RS R.S.139-2015|
20100064571|INDUSTRIAS NETTALCO S.A.|01/06/2002|RS R.S.037-2002|
20503889561|INDUSTRIAS PLASTICAS REUNIDAS S.A.C.|01/06/2012|RS R.S.096-2012|
20554834001|INDUSTRIAS REAL S.A.C.|01/06/2017|RS R.S.095-2017|
20501848035|INDUSTRIAS RENATO S.A.C.|01/12/2011|RS R.S.257-2011|
20512201611|INDUSTRIAS ROLAND PRINT S.A.C. / INROPRIN S.A.C.|01/09/2010|RS R.S.217-2010|
20144061587|INDUSTRIAS SUAREZ S.A.|01/12/2011|RS R.S.257-2011|
20138251064|INDUSTRIAS SURCO S R LTDA|01/09/2016|RS R.S.180-2016|
20100046831|INDUSTRIAS TEAL S A|01/06/2002|RS R.S.037-2002|
20108028492|INDUSTRIAS TEXTILES DE SUD AMERICA S.A.C|01/12/2011|RS R.S.257-2011|
20110598646|INDUSTRIAS UNIDAS DEL PERU S.A.|01/09/2016|RS R.S.180-2016|
20122895883|INDUSTRIAS WINDSOR S.A.C.|01/03/2014|RS R.S.378-2013|
20536449371|INDUSTRY83 S.A.C.|01/09/2016|RS R.S.180-2016|
20523132793|INGENIERIA ARQUITECTURA Y GESTION SAC|01/09/2016|RS R.S.180-2016|
20265031677|INGENIERIA CELULAR ANDINA S.A.|01/06/2002|RS R.S.037-2002|
20101330258|INGENIERIA DE LA CONSTRUCCION S.A.C.|01/11/2012|RS R.S.228-2012|
20393593751|INGENIERIA DE PROYECTOS ENERGIA Y CONSTRUCCION ASB  E.I.R.L.|01/09/2018|RS R.S.182-2018|
20509203050|INGENIERIA EN CARTONES Y PAPELES S.A.C|01/11/2012|RS R.S.228-2012|
20454276761|INGENIERIA MANTENIMIENTO CONSTRUCCION Y SERVICIOS S.A.C.-IMCO SERVICIOS S.A.C.|01/05/2011|RS R.S.082-2011|
20270562966|INGENIERIA SOCIEDAD ANONIMA NORTE|01/07/2015|RS R.S.139-2015|
20364212829|INGENIERIA Y CONSTRUCCION PERUANA S.A.C.|01/11/2012|RS R.S.228-2012|
20536287451|INGENIERIA, SERVICIOS Y CONSTRUCCION DC SOCIEDAD ANONIMA CERRADA - INSERCON DC S.A.C.|01/09/2016|RS R.S.180-2016|
20100114187|INGENIEROS CIVILES Y CONTRATISTAS GENERALES S.A.|01/09/2004|RS R.S.184-2004|
20282818036|INGENIEROS ELECTROMECANICOS S.A.|01/06/2017|RS R.S.095-2017|
20267163228|INGRAM MICRO S.A.C.|01/06/2002|RS R.S.037-2002|
20100068649|INGREDION PERU S.A.|01/06/2002|RS R.S.037-2002|
20291939083|INKA CROPS S.A.|01/06/2003|RS R.S.101-2003|
20524378141|INKA MAKI S.A.C.|01/09/2016|RS R.S.180-2016|
20419195317|INKA TERRA PERU S.A.C.|01/07/2015|RS R.S.139-2015|
20451586913|INKA TUBOS S.A.|01/06/2017|RS R.S.095-2017|
20327397258|INKABOR S.A.C.|01/11/2012|RS R.S.228-2012|
20600676084|INLAND ENERGY SAC|01/12/2019|RS R.S.203-2019|
20513250445|INMAC PERU S.A.C.|01/03/2014|RS R.S.378-2013|
20492093042|INMOBIDEAS S.A.C.|01/02/2015|RS R.S.395-2014|
20600302508|INMOBILIARIA 2020 S.A.C.|01/06/2017|RS R.S.095-2017|
20521218097|INMOBILIARIA ALQUIFE S.A.C.|01/12/2011|RS R.S.257-2011|
20136847237|INMOBILIARIA DE TURISMO S A|01/10/2005|RS R.S.174-2005|
20218409041|INMOBILIARIA E INVERS. SAN FERNANDO S.A.|01/01/2010|RS R.S.265-2009|
20548925861|INMOBILIARIA EBURNS S.A.C.|01/06/2017|RS R.S.095-2017|
20600517571|INMOBILIARIA LOS ALERCES S.A.C.|01/06/2017|RS R.S.095-2017|
20504629199|INMOBILIARIA VAB 171 SOCIEDAD ANONIMA|01/03/2014|RS R.S.378-2013|
20100136318|INMUEBLES LIMATAMBO S.A.|01/03/2014|RS R.S.378-2013|
20423264617|INMUEBLES PANAMERICANA S.A.|01/12/2011|RS R.S.257-2011|
20524742561|INNERWORKINGS PERU SOCIEDAD ANONIMA CERRADA - INNERWORKINGS PERU S.A.C.|01/11/2012|RS R.S.228-2012|
20302891452|INNOVA AMBIENTAL S.A.|01/08/2006|RS R.S.091-2006|
20401384040|INPE-DIRECCION REGIONAL CENTRO-HUANCAYO|01/12/2019|RS R.S.203-2019|
20331066703|INRETAIL PHARMA S.A.|01/06/2002|RS R.S.037-2002|
20338915471|INS.NAC.DE RADIO Y TEL.DEL PERU IRTP.|01/11/2002|RS R.S.135-2002|
20385739771|INSPECTORATE SERVICES PERU S.A.C.|01/03/2014|RS R.S.378-2013|
20131376414|INST NACIONAL DE SALUD MENTAL  HD-HN|01/11/2002|RS R.S.135-2002|
20520869655|INSTITUCIONES TOULOUSE LAUTREC DE EDUCACION SUPERIOR S.A.C. - ITLS S.A.C.|01/07/2015|RS R.S.139-2015|
20125753869|INSTITUTO DE CIENCIAS Y HUMANIDADES|01/02/2015|RS R.S.395-2014|
20294864092|INSTITUTO DE EDUCACION SUPERIOR TECNOLOGICO PRIVADO DE FORMACION BANCARIA|01/02/2015|RS R.S.395-2014|
20107972090|INSTITUTO DE INGENIEROS DE MINAS DEL PERU|01/02/2015|RS R.S.395-2014|
20148138886|INSTITUTO DEL MAR DEL PERU - IMARPE|01/06/2002|RS R.S.037-2002|
20301385464|INSTITUTO EDUCACIONAL FRANKLIN DELANO ROOSEVELT - IFDR|01/07/2015|RS R.S.139-2015|
20131367008|INSTITUTO GEOFISICO DEL PERU|01/12/2019|RS R.S.203-2019|
20112919377|INSTITUTO GEOLOGICO MINERO Y METALURGICO|01/12/2019|RS R.S.203-2019|
20510407670|INSTITUTO METROPOLITANO PROTRANSPORTE DE LIMA-PROTRANSPORTE|01/11/2012|RS R.S.228-2012|
20131380012|INSTITUTO NACIONAL DE CIENCIAS NEUROLOGICAS|01/11/2002|RS R.S.135-2002|
20135890031|INSTITUTO NACIONAL DE DEFENSA CIVIL|01/11/2002|RS R.S.135-2002|
